username,text,likes,date
@LizyNyanjwa,Video if the day 🤣  Hamas Palestine Israel Moses Elon Musk Glassgow Libya #OTDirecto7D #الاتحاد_ضمك #أبوعبيدة #bbcqt #viralvideo #مشعل_الاحمد_الصباح #Gaza #matura2024 #Israel #milkyway #Gaza_Geniocide #GazaHoloucast #Gaza_Geniocide,0,"Dec 8, 2023 · 3:53 AM UTC"
@LincRight,"OK, lets unpack: You say concentration camp. Which concentration camps saw population go from under 200,000 to nearly 2 million, during the years of existence of Israel? There were no Israelis in Gaza. It was entirely self governing. If it was a concentration camp, Hamas did it.",0,"Dec 8, 2023 · 3:53 AM UTC"
@tripleskhh,"0li l0ndon taking about 🇮🇱 capturing hamas, the “crimes hamas did” bc apparently 🇮🇱 has done no wrong and openly supporting🇮🇱 yet openly exposing himself as a psycho + psychotic behaviour never fails to entertain me",0,"Dec 8, 2023 · 3:53 AM UTC"
@TimxWatson,Manboobs Hamas 😆,0,"Dec 8, 2023 · 3:53 AM UTC"
@TheAgentNDN,"If Hamas had killed 20,000 people in the last two months, Israel would be shitting its pants demanding that the whole world end the genocide right this second.  But Israel has killed 20,000 people in the last two months while the ruling classes of the world sit silent, happy.",191,"Dec 8, 2023 · 12:19 AM UTC"
@logicomega,"That's a great idea!  It doesn't matter how they get rid of Hamas, all that matters is that they succeed. They must all ""go away"".",0,"Dec 8, 2023 · 3:53 AM UTC"
@Kosher_Weaver,"Hamas doesn’t honor ceasefires, Cynthia. There will only be peace after Hamas surrenders unconditionally, releases the hostages, destroys the tunnels and bunkers, and stands trial for war crimes",0,"Dec 8, 2023 · 3:53 AM UTC"
@aspindara,"Of course Hamas has and had plans, you will see soon",0,"Dec 8, 2023 · 3:53 AM UTC"
@unkown_87672,If they were actual Hamas they would keep them in their uniform to show proof why strip them?,0,"Dec 8, 2023 · 3:53 AM UTC"
@Ranting4Canada,I am not turning a blind eye. I am watching and openly celebrating the surrender of Hamas members and their subsequent humiliation outraging the Commies and Jihadis.,428,"Dec 7, 2023 · 7:28 PM UTC"
@muhammadshehad2,"🚨Released Israeli hostages explode at Netanyahu: ""We were terribly afraid that not Hamas but Israel would kill us & then say: Hamas killed you""  ""[Hostages] were under constant threat from the IDF shelling""  ""[IDF] helicopter shot at us""  Several shouted at Netanyahu ""Shame""🧵",70599,"Dec 5, 2023 · 11:28 PM UTC"
@1AbdullahButt,"If they were actually Hamas, none of the IDF would be alive there to record it 🙄",23,"Dec 7, 2023 · 7:22 PM UTC"
@boy_imhorn,"so they just accidentally killed all those people? because hamas is hiding behind them, their lives is nothing? just like that? bomb.",0,"Dec 8, 2023 · 3:53 AM UTC"
@RamiJarrah,"Reports circulating that the man in this image taken from the video released by Israel claiming aprehended Hamas fighters, is in fact Diaa Al-Kahlout, a Journalist for Al-Araby TV.  Given the journalist works for a well known media entity, this will not be hard to corroborate.",1515,"Dec 7, 2023 · 3:57 PM UTC"
@biannagolodryga,Thank you @CNNThisMorning for having @jaketapper and me on for our coverage of Hamas’ sexual assault and rape of Israeli women.   And the shameful 7 week silence from the global community and women’s rights groups.,2108,"Dec 7, 2023 · 9:41 PM UTC"
@Nrthms1,Where's Iran when you need them?  Tired of hearing about garbage Israel and Hamas,1,"Dec 8, 2023 · 3:53 AM UTC"
@RuthwithSnow,"And let’s not forget that upon hearing a Jewish baby was put into an oven by Hamas he asked whether they used baking powder or not. What a guy! I completely understand why the Palestinians love him. Remember, life begins after death, so start the party. Does he get his 72 virgins",0,"Dec 8, 2023 · 3:53 AM UTC"
@abierkhatib,Even Israelis know that it’s not about Hamas. It’s about land. Always been about the land   #Gaza,5328,"Dec 7, 2023 · 4:16 AM UTC"
@MikeMinoff1,Release our hostages now! All hamas surrender now! Stop shooting missiles into israel now!,0,"Dec 8, 2023 · 3:53 AM UTC"
@MmeBlackBalloon,"Yes, war is Hell. Sorry about that. Hopefully it will be over soon, right after we kill every last member of Hamas and recover all living hostages.",1,"Dec 8, 2023 · 3:53 AM UTC"
@HenMazzig,"Moaz Haniyeh, the son of a Hamas Chief, recently had his home raided.  What did they find?  Receipts for thousands and thousands of dollars worth of jewelry.   The cost of just one of these pieces of jewelry is equal to the average 2 year salary in Gaza.  I've said it before and I'll say it again: Hamas keeps Palestinians impoverished. It's what keeps them in power.",3876,"Dec 7, 2023 · 3:48 PM UTC"
@reigningshadows,Did Hamas move to Lebanon now?!   It was never about Hamas and I hope you idiots who fed into that propaganda get it now :),0,"Dec 8, 2023 · 3:53 AM UTC"
@game_chanja,"Israel detaining innocent civilians and claiming they’re Hamas just so it saves face is the lowest of the low, scum pos move any entity can pull off",0,"Dec 8, 2023 · 3:53 AM UTC"
@A_Velioglu83,İ*ra*l found a Hamas army. This girl Hamas army. So they were sended bomb for she #EURO2024 #happy2024,0,"Dec 8, 2023 · 3:53 AM UTC"
@nationalpost,Jamie Sarkonak: The progressives appalled anyone cares about Hamas's rape brigades https://nationalpost.com/opinion/jamie-sarkonak-the-progressives-appalled-that-anyone-cares-about-hamass-rape-brigades?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1701970325,3,"Dec 8, 2023 · 3:53 AM UTC"
@cantsewme,See? Who's the TERRORIST? Why your police attack and arrest civilians who IS NOT HAMAS? @AvivaKlompas,0,"Dec 8, 2023 · 3:53 AM UTC"
@Ostrov_A,"The U.S. is single largest donor to @ICRC ($700 million).  Perhaps Congress ought to be asking where that tax money is going, why Red Cross has been unable to see even a single hostage, or turned a blind eye to Hamas using Shifa hospital in Gaza as their terrorist headquarters.",237,"Dec 7, 2023 · 10:45 PM UTC"
@Beartarded,"Owen keeps applying for Hamas, but they seem to be turned off by his level of anti semitism  https://nitter.perennialte.ch/Beartarded/status/1725604667403481433  I see you also like trolling Owen Benjamin the deranged clown. I have a small but growing account you may like called @beartarded. Join the fun🙏🏻",0,"Dec 8, 2023 · 3:53 AM UTC"
@michelle_mart31,DO YOUR REsearch these are Palestinian civil as being held captive look at there shoes how are they soldiers of Hamas,0,"Dec 8, 2023 · 3:53 AM UTC"
@thehoffather,"BREAKING: @UW IS BEING ACCUSED OF DISCOURAGING ITS JEWISH STUDIES DEPARTMENT  ""FROM HOLDING PUBLIC EVENTS BASED ON THE NOTION THAT THIS WOULD PROVOKE CONFLICT ON CAMPUS""  Yet the school had no problem with Hamas rallies on campus including vigils for terrorists  See letter below:   Dear Director Hoffman, Dean Harris and President Cauce,  I am writing to ask you to condemn and disassociate our university from the ""week of learning and reflection"" on the Gaza War (see below) that would explicitly tie our faculties' scholarship to furthering a specific agenda of anti-Israel student activism.* Even a cursory glance at the titles of the presentations makes clear this is a political rally masquerading (poorly) as a pedagogical endeavour. If you subscribe to the premise that academic institutions are supposed to teach people how (not what) to think, then these events are antithetical to everything a university is meant to represent.  Before the attacks of October 7, I was proud to serve as the acting Associate Director of the Stroum Center for Jewish Studies after two years spent at UW as the Hazel D. Cole Postdoctoral Fellow. In the aftermath of 10/7, top UW administrators discouraged Jewish Studies from holding public events based on the notion that this would provoke conflict on campus. Stroum Center leadership refrained accordingly, acting in good faith as a partner to the administration. Even as academic programs whose members have no expertise on the region did (e.g., Ethnic Studies and the Counselling Office(!)) issued statements describing Israel and its supporters in the crassest terms, we said nothing. We instead turned to assist our students and provide them safe spaces. We did so because we believe that the role of the university is not indoctrination; it's education.  This situation is not sustainable. Swastikas have been scrawled on campus boards. Violent graffiti appears again and again in our public spaces.  I believe it is time for your administration to articulate a robust defense of dispassionate academic analysis and uphold the university as a place that accepts and fosters diverse perspectives. It is time to condemn on campus antisemitism and put together a task force to address it. If you can not do that, I and others will no longer be able to associate with this institution in good conscience.  Thank you for your time.  Best,  Brendan Goldman, PhD Interim Associate Director Stroum Center for Jewish Studies The University of Washington",873,"Dec 7, 2023 · 5:56 PM UTC"
@sh_felix,Yeah right!! Isis is hamas leriod,0,"Dec 8, 2023 · 3:53 AM UTC"
@jupitermoon13,More Jews like him would have died at the hands of Hamas if Israel did nothing.,0,"Dec 8, 2023 · 3:53 AM UTC"
@orlev_omer,"I'm Jewish and Israeli. I oppose Netanyahu and his government. You, on the other hand, are a Hamas supporting propagandist that was censored by her colleagues for endless lies. That's what makes you antisemitic.",4244,"Dec 5, 2023 · 8:06 PM UTC"
@trtworld,"Israeli woman who was released by Hamas resistance group recounts in a leaked audio recordings her terrifying ordeal of an Israeli military helicopter shooting ""at us on the way to Gaza"" on October 7   Read more👇   https://www.trtworld.com/middle-east/leaked-audio-reveals-israeli-helicopter-shot-israeli-captives-on-oct-7-16146635",62,"Dec 8, 2023 · 2:45 AM UTC"
@muhnndr,"IDF arrests a journalist with his brothers from there home and says they are fighters with Hamas who have surrendered. The Zionist occupation does not stop lying, even for a single minute, from the beginning of its losing battle",0,"Dec 8, 2023 · 3:53 AM UTC"
@BazzokaJoke,There are no innocent people in Gaza. They are all Hamas/ISIS terrorists.  This terrorist gets what’s it deserves. I wish he will burn in hell.  Got that? You 🐒💩,0,"Dec 8, 2023 · 3:53 AM UTC"
@reasonablynow,You are a soldier in the terrorist land of Gaza tasked with destroying Hamas.    How would you disarm and capture combatants?  What should be different in these pictures?,0,"Dec 8, 2023 · 3:53 AM UTC"
@krissienotkizzy,"It’s Krissie, not Kristie, thanks. 🙏🏻 While reading a bunch of online propaganda can make you feel like a brilliant online keyboard warrior, actually knowing people personally affected puts a reality perspective on the situation. They’re NOT Hamas nor are their friends/fam.",0,"Dec 8, 2023 · 3:53 AM UTC"
@TheMumMuslim,"They're civilians and not hamas, this is horrible",0,"Dec 8, 2023 · 3:53 AM UTC"
@jvgraz,Today's question no Judeofascist will answer:  What would be your reaction if Hamas paraded around captive Israelis in this manner?,225,"Dec 8, 2023 · 1:19 AM UTC"
@aminedev07_,"According to visegrad24  Every single Palestinian civlian is hamas, that's absolutely maniac behaviour",12,"Dec 7, 2023 · 7:37 PM UTC"
@daveweisberger1,"The lies are getting worse...  Terror?  Hamas TOLD their donors to not use Bitcoin as its too easy to trace  Criminals?  The FBI tells everyone they PREFER when the bad guys use Bitcoin as its easier to trace  North Korea?  She is probably talking about cyber attacks against DeFi, not Bitcoin.   Those are made EASIER by the U.S. NOT having a coherent regulatory framework & SHE is the most powerful person BLOCKING new regulations.",321,"Dec 7, 2023 · 8:51 PM UTC"
@naftalibennett,"The son of one of Hamas’ leaders, Ismail Hanyeh, is buying expensive jewelry in Qatar shops while his brothers and sisters are suffering.   The son of one of Israel’s leaders, Gadi Eisenkot, fought and fell to protect his brothers and sisters.   Israel will win🇮🇱",3534,"Dec 7, 2023 · 11:03 PM UTC"
@AustralianJA,"AJA statement:   The Australian Jewish Association reiterates our total opposition to any ceasefire between Israel and the terrorist organisation, Hamas.   Any Australian MP who calls for a premature ceasefire without the release of the kidnapped Israelis and the surrender or elimination of the terrorists responsible for the October 7 atrocities is demonstrating a lack of moral judgement.   This is not a position that a friend of the Australian Jewish community or Israel would take.",55,"Dec 8, 2023 · 3:28 AM UTC"
